vin,reported_odometer,ecu_ecm,ecu_tcm,ecu_abs,ecu_airbag,ecu_cluster,engine_hours,max_variance,avg_speed,is_tampered
MA3ERLF3800002847,176347,176533,176376,176482,176364,176467,4594.0,169,38.39,0
MA3ERLF3800002848,35505,69898,69615,69812,35540,35505,1668.71,34393,21.28,1
MA3ERLF3800002849,35033,34886,34897,34902,35119,35140,856.98,254,40.88,0
MA3ERLF3800002850,24466,24451,24462,24430,24306,24315,721.07,156,33.93,0
MA3ERLF3800002851,169042,168908,169051,168968,169207,169085,3591.56,299,47.07,0
MA3ERLF3800002852,29239,129801,129931,129862,129918,29239,3206.6,100692,9.12,1
MA3ERLF3800002853,60214,96051,96116,95837,60179,60214,1863.54,35937,32.31,1
MA3ERLF3800002854,93334,124156,124270,93223,93248,93334,3649.19,31047,25.58,1
MA3ERLF3800002855,111424,111574,111329,111399,111499,111275,3265.12,299,34.13,0
MA3ERLF3800002856,47310,47461,47444,47331,47388,47185,995.77,276,47.51,0
MA3ERLF3800002857,137157,137009,137231,137158,137329,137190,2951.77,320,46.47,0
MA3ERLF3800002858,70122,70315,70246,70199,70155,70017,1472.08,298,47.63,0
MA3ERLF3800002859,24843,87456,87404,24819,24711,24843,2370.1,62745,10.48,1
MA3ERLF3800002860,101322,101142,101322,101352,101276,101225,2024.01,210,50.06,0
MA3ERLF3800002861,65644,65544,65807,65590,65782,65742,1730.58,263,37.93,0
MA3ERLF3800002862,122642,122614,122672,122650,122744,122771,3520.64,157,34.84,0
MA3ERLF3800002863,133703,133618,133544,133576,133782,133870,3858.44,326,34.65,0
MA3ERLF3800002864,20937,53936,53862,53920,53853,20937,1389.98,32999,15.06,1
MA3ERLF3800002865,34742,34630,34677,34840,34691,34908,762.27,278,45.58,0
MA3ERLF3800002866,124568,124463,124437,124655,124654,124560,3110.28,218,40.05,0
MA3ERLF3800002867,45513,45713,45405,45365,45596,45441,1463.17,348,31.11,0
MA3ERLF3800002868,120209,120013,120273,120396,120128,120401,2383.97,388,50.42,0
MA3ERLF3800002869,92085,92204,91980,92179,91891,92028,2649.54,313,34.76,0
MA3ERLF3800002870,62026,61910,62057,61850,62100,62008,1213.34,250,51.12,0
MA3ERLF3800002871,28125,61229,61152,28232,28075,28125,1736.2,33154,16.2,1
MA3ERLF3800002872,115683,115645,115530,115724,115555,115745,2354.53,215,49.13,0
MA3ERLF3800002873,30018,30204,29849,29843,30018,30125,850.26,361,35.3,0
MA3ERLF3800002874,119951,119979,120003,120000,120142,119780,3098.45,362,38.71,0
MA3ERLF3800002875,165742,165732,165630,165554,165909,165788,3222.7,355,51.43,0
MA3ERLF3800002876,16974,101285,101408,101368,101494,16974,2604.47,84520,6.52,1
MA3ERLF3800002877,51545,51492,51675,51641,51388,51660,1177.79,287,43.76,0
MA3ERLF3800002878,90711,90773,90588,90535,90634,90724,1732.04,238,52.37,0
MA3ERLF3800002879,154751,154883,154716,154602,154631,154877,3872.67,281,39.96,0
MA3ERLF3800002880,28090,28095,28107,27931,28154,28204,577.85,273,48.61,0
MA3ERLF3800002881,17598,17617,17515,17789,17500,17554,494.19,289,35.61,0
MA3ERLF3800002882,37335,37383,37262,37177,37156,37264,730.86,227,51.08,0
MA3ERLF3800002883,93188,127994,128127,93282,93114,93188,2362.78,35013,39.44,1
MA3ERLF3800002884,51745,51571,51574,51569,51583,51894,1273.26,325,40.64,0
MA3ERLF3800002885,60964,60988,60886,60956,60858,61039,1184.29,181,51.48,0
MA3ERLF3800002886,150187,150333,150119,150090,150156,150184,3919.32,243,38.32,0
MA3ERLF3800002887,43040,43166,43135,42915,43226,43122,1132.34,311,38.01,0
MA3ERLF3800002888,91814,91675,91888,91813,91955,91685,2429.43,280,37.79,0
MA3ERLF3800002889,67535,67418,67443,67387,67500,67694,2029.09,307,33.28,0
MA3ERLF3800002890,123008,122893,123098,122935,122989,122882,4007.8,216,30.69,0
MA3ERLF3800002891,120260,120140,120430,120315,120435,120151,3180.94,295,37.81,0
MA3ERLF3800002892,22943,22941,23087,22998,23012,23050,441.45,146,51.97,0
MA3ERLF3800002893,91709,91738,91762,91621,91538,91672,1743.47,224,52.6,0
MA3ERLF3800002894,138170,138072,138287,138106,138175,138217,3508.36,215,39.38,0
MA3ERLF3800002895,72323,72425,72369,72444,72205,72470,1638.81,265,44.13,0
MA3ERLF3800002896,173367,173245,173204,173170,173479,173260,5289.91,309,32.77,0
MA3ERLF3800002897,119701,119727,119816,119720,119750,119736,2193.87,96,54.56,0
MA3ERLF3800002898,160577,160482,160593,160590,160382,160501,3871.01,211,41.48,0
MA3ERLF3800002899,151773,151833,151965,151710,151722,151660,4151.45,305,36.56,0
MA3ERLF3800002900,145551,145711,145548,145503,145693,145408,4159.43,303,34.99,0
MA3ERLF3800002901,172767,172858,172749,172954,172757,172829,4753.57,205,36.34,0
MA3ERLF3800002902,38409,38472,38593,38232,38510,38233,959.77,361,40.02,0
MA3ERLF3800002903,90291,90275,90111,90302,90104,90199,2837.87,198,31.82,0
MA3ERLF3800002904,42888,42914,42842,42717,42774,42999,1007.61,282,42.56,0
MA3ERLF3800002905,28288,28168,28091,28102,28248,28421,538.91,330,52.49,0
MA3ERLF3800002906,19534,35517,35453,19459,19392,19534,797.22,16125,24.5,1
MA3ERLF3800002907,19133,19095,19057,19013,19259,19301,579.54,288,33.01,0
MA3ERLF3800002908,62950,158934,159045,158985,158982,62950,5219.93,96095,12.06,1
MA3ERLF3800002909,96372,154540,154365,154479,96222,96372,3307.56,58318,29.14,1
MA3ERLF3800002910,51367,127776,127885,51220,51242,51367,2493.66,76665,20.6,1
MA3ERLF3800002911,40688,72787,72815,40772,40601,40688,2389.67,32214,17.03,1
MA3ERLF3800002912,59480,105148,105187,105093,105218,59480,2110.2,45738,28.19,1
MA3ERLF3800002913,93911,93998,94009,93914,94051,93870,2514.88,181,37.34,0
MA3ERLF3800002914,66171,66176,66027,66108,66305,66200,1585.56,278,41.73,0
MA3ERLF3800002915,81147,137721,137818,81297,81219,81147,3832.77,56671,21.17,1
MA3ERLF3800002916,130167,130283,130331,130147,130312,130001,2773.89,330,46.93,0
MA3ERLF3800002917,43092,43070,43060,43061,43222,43141,1267.57,162,34.0,0
MA3ERLF3800002918,124674,124790,124863,124860,124840,124788,2460.79,75,50.66,0
MA3ERLF3800002919,108086,108079,107918,108103,107918,108007,3458.64,185,31.25,0
MA3ERLF3800002920,16227,61337,61277,16280,16130,16227,1699.05,45207,9.55,1
MA3ERLF3800002921,66370,66496,66435,66208,66545,66300,1654.88,337,40.11,0
MA3ERLF3800002922,152475,152326,152666,152451,152322,152470,3582.07,344,42.57,0
MA3ERLF3800002923,130089,130117,130225,130105,130111,129982,3262.92,243,39.87,0
MA3ERLF3800002924,133485,133619,133502,133659,133646,133620,3595.88,157,37.12,0
MA3ERLF3800002925,81568,81488,81677,81470,81437,81684,1978.19,247,41.23,0
MA3ERLF3800002926,37496,37351,37516,37437,37569,37636,1249.2,285,30.02,0
MA3ERLF3800002927,36274,65322,65467,65255,36232,36274,1257.86,29235,28.84,1
MA3ERLF3800002928,179202,179292,179275,179223,179138,179079,5786.51,213,30.97,0
MA3ERLF3800002929,29339,111032,110811,111089,29402,29339,3074.06,81750,9.54,1
MA3ERLF3800002930,27898,27864,28086,27951,28005,27946,730.46,222,38.19,0
MA3ERLF3800002931,23570,23395,23423,23503,23427,23721,454.48,326,51.86,0
MA3ERLF3800002932,78922,78825,78890,78791,79077,78870,1897.69,286,41.59,0
MA3ERLF3800002933,115716,115820,115854,115807,115656,115672,2193.99,198,52.74,0
MA3ERLF3800002934,96601,96536,96525,96524,96740,96634,2660.19,216,36.31,0
MA3ERLF3800002935,23846,23951,23727,23680,23698,23729,541.32,271,44.05,0
MA3ERLF3800002936,66532,66495,66352,66648,66350,66727,1818.9,377,36.58,0
MA3ERLF3800002937,17352,42005,41979,17419,17232,17352,862.11,24773,20.13,1
MA3ERLF3800002938,47526,47567,47618,47420,47652,47602,1456.43,232,32.63,0
MA3ERLF3800002939,87828,118199,118235,118342,118276,87828,3444.75,30514,25.5,1
MA3ERLF3800002940,127295,162913,162945,163021,162954,127295,4448.43,35726,28.62,1
MA3ERLF3800002941,91130,91148,91297,90988,91118,91038,1672.8,309,54.48,0
MA3ERLF3800002942,18584,37418,37489,37581,18640,18584,979.42,18997,18.97,1
MA3ERLF3800002943,42488,152527,152426,152492,152529,42488,3130.0,110041,13.57,1
MA3ERLF3800002944,23426,60972,61080,61033,60872,23426,1716.07,37654,13.65,1
MA3ERLF3800002945,156126,156277,156002,156032,156298,156033,3776.73,296,41.34,0
MA3ERLF3800002946,137944,137942,138081,137812,137994,137847,3564.05,269,38.7,0
MA3ERLF3800002947,162816,162939,162631,162771,162802,162659,3997.46,308,40.73,0
MA3ERLF3800002948,17841,47873,47932,17815,17807,17841,896.73,30125,19.9,1
MA3ERLF3800002949,107079,107111,107063,107186,106985,106995,2189.46,201,48.91,0
MA3ERLF3800002950,37713,167823,168021,167796,37862,37713,4708.6,130308,8.01,1
MA3ERLF3800002951,107073,106966,107116,107156,106883,107119,1953.01,273,54.82,0
MA3ERLF3800002952,100769,100729,100868,100920,100799,100852,2309.7,191,43.63,0
MA3ERLF3800002953,19524,38574,38582,19414,19651,19524,778.19,19168,25.09,1
MA3ERLF3800002954,17913,34102,34196,34175,17860,17913,877.27,16336,20.42,1
MA3ERLF3800002955,114137,114015,114030,114206,114232,113940,2790.46,292,40.9,0
MA3ERLF3800002956,22431,22400,22355,22445,22380,22495,460.41,140,48.72,0
MA3ERLF3800002957,113142,113135,113129,113310,113241,113002,3003.94,308,37.66,0
MA3ERLF3800002958,95566,95643,95702,95567,95633,95629,2119.7,135,45.08,0
MA3ERLF3800002959,153619,153666,153732,153601,153499,153477,3497.19,255,43.93,0
MA3ERLF3800002960,162070,162001,162029,161899,162005,162143,3986.92,244,40.65,0
MA3ERLF3800002961,97500,97333,97683,97600,97379,97563,1996.9,350,48.83,0
MA3ERLF3800002962,18874,29487,29469,29565,18909,18874,562.78,10691,33.54,1
MA3ERLF3800002963,78576,78472,78690,78577,78575,78394,2405.26,296,32.67,0
MA3ERLF3800002964,173474,173572,173297,173651,173584,173411,4561.12,354,38.03,0
MA3ERLF3800002965,107713,107908,107568,107705,107667,107796,3482.62,340,30.93,0
MA3ERLF3800002966,72247,72226,72382,72090,72078,72374,1748.76,304,41.31,0
MA3ERLF3800002967,158490,158434,158515,158293,158310,158602,5096.64,309,31.1,0
MA3ERLF3800002968,28331,28512,28396,28361,28518,28276,613.16,242,46.2,0
MA3ERLF3800002969,59333,59388,59328,59223,59267,59295,1245.91,165,47.62,0
MA3ERLF3800002970,132389,132227,132444,132545,132488,132305,3092.47,318,42.81,0
MA3ERLF3800002971,109400,109380,109312,109292,109348,109476,2958.11,184,36.98,0
MA3ERLF3800002972,83853,126064,125959,83839,83914,83853,3306.75,42225,25.36,1
MA3ERLF3800002973,74976,75113,74832,74863,74843,74861,1788.15,281,41.93,0
MA3ERLF3800002974,141544,141360,141696,141529,141612,141666,3706.74,336,38.19,0
MA3ERLF3800002975,165552,165465,165402,165587,165503,165462,4416.19,185,37.49,0
MA3ERLF3800002976,147302,147354,147301,147402,147410,147405,2712.15,109,54.31,0
MA3ERLF3800002977,133349,133237,133325,133472,133448,133296,2673.68,235,49.87,0
MA3ERLF3800002978,16210,53258,53324,53323,16278,16210,1542.89,37114,10.51,1
MA3ERLF3800002979,60733,60695,60609,60750,60915,60734,1907.1,306,31.85,0
MA3ERLF3800002980,18692,20014,19902,20060,19919,18692,439.5,1368,42.53,1
MA3ERLF3800002981,147339,147312,147235,147492,147322,147443,4697.26,257,31.37,0
MA3ERLF3800002982,161327,161514,161171,161261,161444,161151,2946.09,363,54.76,0
MA3ERLF3800002983,36925,141494,141562,141567,141535,36925,2638.41,104642,14.0,1
MA3ERLF3800002984,114142,114247,114064,114017,114285,114222,2514.75,268,45.39,0
MA3ERLF3800002985,65077,65206,65031,64983,65262,65014,1482.39,279,43.9,0
MA3ERLF3800002986,68494,68607,68602,68311,68307,68325,1246.05,300,54.97,0
MA3ERLF3800002987,19286,29976,30035,30040,29970,19286,839.88,10754,22.96,1
MA3ERLF3800002988,143523,143400,143572,143454,143545,143521,2992.77,172,47.96,0
MA3ERLF3800002989,15585,42344,42338,15597,15569,15585,975.47,26775,15.98,1
MA3ERLF3800002990,66282,66352,66316,66234,66460,66480,1214.53,246,54.57,0
MA3ERLF3800002991,25659,68806,69035,68979,25531,25659,1523.25,43504,16.84,1
MA3ERLF3800002992,71327,71212,71131,71142,71454,71303,1387.99,323,51.39,0
MA3ERLF3800002993,17883,17948,17923,17943,17735,17741,358.23,213,49.92,0
MA3ERLF3800002994,16981,55958,55891,55849,55787,16981,1245.26,38977,13.64,1
MA3ERLF3800002995,151941,152100,151768,152053,151751,151872,3599.06,349,42.22,0
MA3ERLF3800002996,120701,120712,120888,120843,120626,120660,3064.68,262,39.38,0
MA3ERLF3800002997,21507,56466,56468,56518,21513,21507,1549.5,35011,13.88,1
MA3ERLF3800002998,36491,81764,81711,36589,36571,36491,2671.91,45273,13.66,1
MA3ERLF3800002999,153202,153296,153354,153142,153023,153198,3350.69,331,45.72,0
MA3ERLF3800003000,109709,109523,109694,109700,109603,109706,3382.6,183,32.43,0
MA3ERLF3800003001,62350,178204,178199,178327,62300,62350,4864.65,116027,12.82,1
MA3ERLF3800003002,48554,48529,48468,48369,48736,48409,1171.66,367,41.44,0
MA3ERLF3800003003,18380,25131,25106,25013,18353,18380,501.55,6778,36.65,1
MA3ERLF3800003004,29129,57044,57016,29184,29083,29129,1337.3,27961,21.78,1
MA3ERLF3800003005,79550,79749,79415,79569,79539,79354,2057.64,395,38.66,0
MA3ERLF3800003006,79852,79686,79761,79949,79791,79767,1650.91,263,48.37,0
MA3ERLF3800003007,146941,147068,146822,147047,146897,146851,3621.54,246,40.57,0
MA3ERLF3800003008,156676,156662,156643,156579,156751,156613,4631.67,172,33.83,0
MA3ERLF3800003009,101061,145383,145340,101105,100915,101061,2907.11,44468,34.76,1
MA3ERLF3800003010,155000,155019,154822,155067,154999,155126,3631.29,304,42.68,0
MA3ERLF3800003011,144271,144255,144077,144171,144087,144256,3061.33,179,47.13,0
MA3ERLF3800003012,23626,23637,23440,23440,23670,23455,697.76,230,33.86,0
MA3ERLF3800003013,47346,47542,47169,47412,47292,47322,924.55,373,51.21,0
MA3ERLF3800003014,15071,15231,15207,15247,15081,15071,371.83,176,40.53,1
MA3ERLF3800003015,44540,173007,173174,173170,172964,44540,5685.67,128634,7.83,1
MA3ERLF3800003016,167595,167573,167794,167642,167444,167595,3315.48,350,50.55,0
MA3ERLF3800003017,72016,72147,72144,72027,71940,72027,1811.74,207,39.75,0
MA3ERLF3800003018,113986,143996,143894,114001,113970,113986,2693.73,30026,42.32,1
MA3ERLF3800003019,34198,107388,107305,107417,107131,34198,2593.02,73219,13.19,1
MA3ERLF3800003020,161538,161689,161731,161650,161425,161414,5186.32,317,31.15,0
MA3ERLF3800003021,34080,33999,33932,34178,34116,33907,905.18,271,37.65,0
MA3ERLF3800003022,37270,102752,102802,102854,102625,37270,2314.19,65584,16.1,1
MA3ERLF3800003023,18751,18848,18916,18943,18857,18640,611.46,303,30.67,0
MA3ERLF3800003024,136944,137144,137127,137089,136837,136892,2638.5,307,51.9,0
MA3ERLF3800003025,52245,52273,52195,52198,52320,52087,1663.0,233,31.42,0
MA3ERLF3800003026,118569,118549,118552,118379,118587,118632,2895.06,253,40.96,0
MA3ERLF3800003027,43230,43266,43083,43356,43370,43365,1347.38,287,32.08,0
MA3ERLF3800003028,26259,26425,26446,26162,26267,26245,621.28,284,42.27,0
MA3ERLF3800003029,159860,159735,159886,159805,159875,159861,4506.17,151,35.48,0
MA3ERLF3800003030,94945,95090,94936,95031,94776,94910,2858.32,314,33.22,0
MA3ERLF3800003031,140047,139870,140052,140166,139888,140066,3907.98,296,35.84,0
MA3ERLF3800003032,32755,78516,78570,78691,32896,32755,2293.32,45936,14.28,1
MA3ERLF3800003033,52077,52190,52034,51998,51907,51923,1300.12,283,40.06,0
MA3ERLF3800003034,127458,127569,127445,127360,127343,127445,2417.04,226,52.73,0
MA3ERLF3800003035,96927,96945,96795,96859,96734,96816,2054.02,211,47.19,0
MA3ERLF3800003036,60567,60597,60755,60700,60601,60415,1474.66,340,41.07,0
MA3ERLF3800003037,34027,34012,34178,34146,33964,34021,836.17,214,40.69,0
MA3ERLF3800003038,17781,161450,161297,161316,161389,17781,3047.09,143669,5.84,1
MA3ERLF3800003039,56778,119288,119227,119280,56812,56778,2825.25,62510,20.1,1
MA3ERLF3800003040,61687,96477,96452,61545,61560,61687,2944.99,34932,20.95,1
MA3ERLF3800003041,95976,96110,96170,96130,96171,95786,2516.23,385,38.14,0
MA3ERLF3800003042,28322,28277,28470,28213,28475,28287,539.53,262,52.49,0
MA3ERLF3800003043,30479,30404,30321,30572,30405,30598,620.41,277,49.13,0
MA3ERLF3800003044,24500,67010,66855,66827,24417,24500,1915.55,42593,12.79,1
MA3ERLF3800003045,117979,118146,118073,118158,118156,118075,2672.2,85,44.15,0
MA3ERLF3800003046,17328,20399,20482,20450,17303,17328,481.47,3179,35.99,1
MA3ERLF3800003047,91836,91731,91793,91694,91665,91788,2366.82,128,38.8,0
MA3ERLF3800003048,46348,94863,94807,94583,46388,46348,1747.77,48515,26.52,1
MA3ERLF3800003049,90985,91006,90845,90845,90810,90827,2320.57,196,39.21,0
MA3ERLF3800003050,99584,99672,99675,99610,99748,99502,1927.74,246,51.66,0
MA3ERLF3800003051,116463,116386,116274,116353,116656,116433,3768.48,382,30.9,0
MA3ERLF3800003052,144673,144539,144548,144759,144517,144796,2678.87,279,54.01,0
MA3ERLF3800003053,25828,25972,25958,25910,25646,25887,638.19,326,40.47,0
MA3ERLF3800003054,49970,49939,50119,49964,49896,49930,1479.27,223,33.78,0
MA3ERLF3800003055,21008,103041,103038,21022,20954,21008,2549.99,82087,8.24,1
MA3ERLF3800003056,93209,93099,93314,93285,93302,93163,1831.02,215,50.91,0
MA3ERLF3800003057,48083,168740,168957,48117,48185,48083,4918.23,120874,9.78,1
MA3ERLF3800003058,116820,116995,116889,116820,116895,116967,3235.09,175,36.11,0
MA3ERLF3800003059,15826,59162,59140,58890,15722,15826,1097.47,43440,14.42,1
MA3ERLF3800003060,112919,113106,112993,112856,112788,112921,2812.83,318,40.14,0
MA3ERLF3800003061,18497,23341,23312,23232,18633,18497,561.93,4844,32.92,1
MA3ERLF3800003062,64922,64910,64816,65074,64983,64862,1251.39,258,51.88,0
MA3ERLF3800003063,80526,80570,80561,80679,80437,80530,2259.69,242,35.64,0
MA3ERLF3800003064,133399,133310,133259,133466,133528,133239,4410.04,289,30.25,0
MA3ERLF3800003065,138831,138890,138894,138906,138760,138804,3438.74,146,40.37,0
MA3ERLF3800003066,24816,24711,24797,25006,24772,25013,671.84,302,36.94,0
MA3ERLF3800003067,22715,22850,22581,22872,22695,22812,583.6,291,38.92,0
MA3ERLF3800003068,119202,119212,119086,119086,119189,119047,3628.87,165,32.85,0
MA3ERLF3800003069,20007,20169,20180,19821,19866,20059,401.58,359,49.82,0
MA3ERLF3800003070,60157,60002,60270,60104,60223,60298,1657.72,296,36.29,0
MA3ERLF3800003071,57656,99738,99854,99993,99768,57656,2230.28,42337,25.85,1
MA3ERLF3800003072,64073,64085,64043,64194,64273,64057,2024.82,230,31.64,0
MA3ERLF3800003073,134775,134632,134788,134884,134580,134939,2491.61,359,54.09,0
MA3ERLF3800003074,172800,172700,172838,172841,172706,172785,3624.51,141,47.68,0
MA3ERLF3800003075,89526,89586,89520,89625,89617,89685,1896.93,165,47.2,0
MA3ERLF3800003076,99866,99675,99773,99725,99998,99766,2150.73,323,46.43,0
MA3ERLF3800003077,53414,53533,53398,53268,53233,53549,1135.35,316,47.05,0
MA3ERLF3800003078,56256,56182,56349,56141,56183,56381,1102.76,240,51.01,0
MA3ERLF3800003079,64620,64549,64790,64459,64500,64688,1265.42,331,51.07,0
MA3ERLF3800003080,64391,111454,111533,64310,64529,64391,3244.88,47223,19.84,1
MA3ERLF3800003081,59985,60074,59894,59989,60138,59860,1491.4,278,40.22,0
MA3ERLF3800003082,61245,61343,61227,61340,61165,61430,2004.94,265,30.55,0
MA3ERLF3800003083,89222,89310,89049,89322,89368,89272,2447.38,319,36.46,0
MA3ERLF3800003084,166189,166036,166167,166077,166134,166256,3734.21,220,44.5,0
MA3ERLF3800003085,96822,96937,96667,96914,96834,97021,2883.81,354,33.57,0
MA3ERLF3800003086,129002,164988,165151,165156,129101,129002,4728.86,36154,27.28,1
MA3ERLF3800003087,125105,125018,125102,125210,124955,125272,3037.1,317,41.19,0
MA3ERLF3800003088,46339,104023,104154,104018,46293,46339,3222.87,57861,14.38,1
MA3ERLF3800003089,80027,131170,131142,79896,80168,80027,2397.93,51274,33.37,1
MA3ERLF3800003090,21085,66176,66241,66359,66198,21085,1695.95,45274,12.43,1
MA3ERLF3800003091,15976,31034,30797,30955,30892,15976,757.82,15058,21.08,1
MA3ERLF3800003092,70089,69982,70144,70076,70084,70141,2175.51,162,32.22,0
MA3ERLF3800003093,70574,70738,70734,70542,70522,70597,1820.47,216,38.77,0
MA3ERLF3800003094,136978,136850,136827,136806,137110,136971,2588.55,304,52.92,0
MA3ERLF3800003095,75107,75306,75185,74936,75174,75169,1765.64,370,42.54,0
MA3ERLF3800003096,34610,34423,34536,34462,34546,34667,835.27,244,41.44,0
MA3ERLF3800003097,77006,153191,153460,77094,76861,77006,4487.99,76599,17.16,1
MA3ERLF3800003098,15108,26742,26756,26896,14971,15108,860.9,11925,17.55,1
MA3ERLF3800003099,91746,91621,91663,91722,91654,91685,2495.53,101,36.76,0
MA3ERLF3800003100,38612,38439,38547,38433,38576,38446,1021.19,143,37.81,0
MA3ERLF3800003101,20710,47438,47375,20726,20587,20710,1445.7,26851,14.33,1
MA3ERLF3800003102,31467,73200,73027,73037,72986,31467,1489.05,41733,21.13,1
MA3ERLF3800003103,175035,174924,175123,175047,175201,174911,3225.36,290,54.27,0
MA3ERLF3800003104,38528,38725,38609,38669,38514,38671,986.42,211,39.06,0
MA3ERLF3800003105,45010,146754,146724,146689,44926,45010,4258.4,101828,10.57,1
MA3ERLF3800003106,21966,21914,22145,21960,22103,22054,476.95,231,46.06,0
MA3ERLF3800003107,177228,177091,177354,177414,177311,177317,3481.2,323,50.91,0
MA3ERLF3800003108,17272,25414,25524,17227,17164,17272,604.18,8360,28.59,1
MA3ERLF3800003109,51469,51356,51560,51327,51413,51275,1520.72,285,33.85,0
MA3ERLF3800003110,92049,91898,92058,92128,91968,92058,1871.09,230,49.2,0
MA3ERLF3800003111,25102,55339,55372,55264,55484,25102,1084.65,30382,23.14,1
